# Constructed from biom file
#OTU ID	UR1_CF_26	UR1_CF_30	UR1_DP_26	UR1_DP_30	UR1_Feces_26	UR1_Feces_30	UR1_Feed	UR1_GUT_30	UR1_SWTR_26	UR1_SWTR_30	UR1A_GUT_26	UR2_CF_26	UR2_CF_30	UR2_DP_26	UR2_DP_30	UR2_Feces_26	UR2_Feces_30	UR2_Feed	UR2_GUT_30	UR2_SWTR_26	UR2_SWTR_30	UR2A_GUT_26	UR3_CF_26	UR3_CF_30	UR3_DP_26	UR3_DP_30	UR3_Feces_26	UR3_Feces_30	UR3_Feed	UR3_GUT_30	UR3_SWTR_26	UR3_SWTR_30	UR3A_GUT_26	UR4_CF_26	UR4_CF_30	UR4_Feces_26	UR4_Feces_30	UR4_GUT_30	UR4_SWTR_26	UR4_SWTR_30	UR4A_GUT_26	UR5_CF_26	UR5_CF_30	UR5_Feces_26	UR5_Feces_30	UR5_GUT_30	UR6_Feces_26
57d9e6db75938a31f1113adff02ee9c2	60.0	17.0	0.0	0.0	1083.0	458.0	0.0	0.0	9981.0	22552.0	0.0	0.0	0.0	0.0	0.0	308.0	0.0	0.0	0.0	1944.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	1220.0	0.0	54.0	19.0	0.0	0.0	0.0	0.0	3634.0	0.0	0.0
6ebb885ae4f72c15c08125c1eca7690d	0.0	0.0	0.0	0.0	4363.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	21881.0	6392.0	0.0	0.0	1280.0	733.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2252.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	3225.0	0.0	0.0
a695a2ce53b71565f1b8d134cb5b2716	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	29043.0	2905.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2534.0	138.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	37.0	0.0	1506.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0
2c2716178d2698985b9da5f2dc0ee48a	8061.0	3393.0	2932.0	57.0	104.0	51.0	37.0	0.0	1104.0	751.0	0.0	45.0	2708.0	111.0	0.0	88.0	21.0	67.0	0.0	2257.0	693.0	32.0	776.0	1992.0	26.0	85.0	32.0	38.0	25.0	0.0	451.0	433.0	89.0	2189.0	1781.0	27.0	77.0	46.0	572.0	848.0	0.0	2120.0	325.0	39.0	215.0	8.0	0.0
779675c5e422c04d6e3cae9edc192a33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6415.0	0.0	0.0	0.0	5554.0	0.0	0.0	0.0	0.0	0.0	170.0	28.0	0.0	0.0	1542.0	0.0	0.0	0.0	0.0	113.0	0.0	0.0	16883.0	0.0	0.0	0.0	0.0	2595.0	0.0	0.0	0.0
119c066dccf704dce1d30ffaffc69b08	0.0	0.0	22.0	0.0	0.0	17305.0	0.0	0.0	0.0	6830.0	0.0	0.0	0.0	0.0	48.0	0.0	747.0	0.0	0.0	0.0	3220.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	642.0	148.0	0.0	1689.0	26.0	0.0	0.0	0.0	376.0	704.0	0.0	0.0
779717ce722ecc46b59eebb8223c6eef	0.0	0.0	0.0	0.0	6877.0	0.0	0.0	0.0	44.0	0.0	0.0	177.0	79.0	971.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2751.0	92.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	16298.0	0.0	0.0	0.0	0.0	0.0	307.0	0.0	0.0	0.0	0.0	3152.0	0.0	0.0	0.0
8ffd7e28f15a6a44203266d5274d8221	0.0	5371.0	3566.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	14119.0	0.0	2079.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	455.0	0.0	3080.0	27.0	0.0	0.0	10.0	0.0	17.0	0.0	214.0	0.0	0.0	282.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	649.0	0.0	0.0
cc3cdd2ff9769ffe23e1c9cb097e0af8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3315.0	1649.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4355.0	4731.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1785.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13893.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0
6177d7b551766dfcb91117b60a1027b5	99.0	50.0	8.0	0.0	1427.0	230.0	0.0	0.0	70.0	13.0	0.0	0.0	15.0	1900.0	84.0	648.0	123.0	0.0	0.0	119.0	29.0	0.0	47.0	0.0	15.0	888.0	0.0	108.0	0.0	0.0	22.0	0.0	23.0	0.0	0.0	1350.0	10138.0	0.0	0.0	13.0	0.0	0.0	0.0	736.0	10313.0	0.0	0.0
8612a638846acf832935cb932a1f0398	72.0	187.0	69.0	0.0	0.0	0.0	14.0	0.0	552.0	1433.0	0.0	0.0	190.0	41.0	0.0	0.0	0.0	0.0	0.0	4647.0	2134.0	0.0	1974.0	679.0	14.0	0.0	0.0	0.0	0.0	0.0	362.0	2199.0	0.0	8097.0	962.0	0.0	0.0	0.0	988.0	1421.0	0.0	1148.0	556.0	0.0	329.0	15.0	0.0
1b21d2b71f96b4a59b392aee9aa1d655	0.0	204.0	287.0	223.0	19122.0	58.0	0.0	0.0	235.0	44.0	0.0	0.0	40.0	639.0	0.0	218.0	0.0	0.0	0.0	244.0	0.0	0.0	315.0	0.0	0.0	74.0	174.0	155.0	1729.0	0.0	168.0	0.0	0.0	0.0	0.0	0.0	1065.0	0.0	323.0	0.0	0.0	0.0	118.0	271.0	743.0	0.0	0.0
a21f7dffc6ca5ec47e235e65f0d9261d	0.0	0.0	0.0	0.0	728.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	276.0	0.0	0.0	4784.0	0.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	419.0	724.0	354.0	0.0	0.0	121.0	0.0	2378.0	0.0	0.0	4882.0	2183.0	0.0	0.0	0.0	0.0	0.0	0.0	6177.0	2990.0	0.0	0.0
a1b31da3a50890aadc04fca003e3e007	145.0	775.0	7359.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1279.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1152.0	0.0	488.0	0.0	0.0	0.0	0.0	236.0	12237.0	0.0	867.0	0.0	0.0	0.0	0.0	0.0
65d43491988bfe557da4d86a5ba25dae	1239.0	685.0	136.0	0.0	0.0	0.0	0.0	0.0	800.0	787.0	0.0	0.0	903.0	20.0	0.0	27.0	0.0	0.0	22.0	551.0	295.0	0.0	134.0	220.0	11.0	141.0	0.0	0.0	0.0	0.0	388.0	13762.0	39.0	695.0	678.0	0.0	0.0	10.0	739.0	1523.0	0.0	231.0	36.0	16.0	46.0	0.0	0.0
edc9e5c16e40aff1eadce6597940f08f	577.0	393.0	913.0	0.0	0.0	0.0	0.0	0.0	446.0	519.0	0.0	0.0	3083.0	35.0	0.0	0.0	59.0	0.0	0.0	458.0	1465.0	0.0	145.0	1382.0	0.0	74.0	0.0	0.0	0.0	0.0	167.0	5952.0	0.0	384.0	325.0	0.0	0.0	0.0	340.0	5358.0	0.0	418.0	0.0	0.0	62.0	0.0	0.0
48a6a0e363dfb3823afdb092a0bb834d	130.0	0.0	0.0	0.0	0.0	92.0	443.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	148.0	397.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	386.0	0.0	0.0	0.0	0.0	500.0	0.0	0.0	0.0	0.0	3762.0	3536.0	0.0	112.0	0.0	0.0	0.0	0.0	6922.0	6039.0	0.0	0.0
185f84dab1880d07d1c6061246071365	0.0	39.0	0.0	0.0	774.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	3226.0	29.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	12733.0	0.0	0.0	1705.0	0.0	0.0	0.0	0.0	67.0	1215.0	0.0	0.0	0.0	0.0	0.0	0.0	240.0	1312.0	0.0	0.0
cbbf851b8a02e7ed5a0a3a71fa5d08a0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	20846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d120c97931bd8f10838b72e30dc7159b	0.0	1960.0	0.0	10164.0	140.0	32.0	0.0	16.0	0.0	0.0	0.0	8.0	0.0	94.0	668.0	42.0	416.0	0.0	0.0	0.0	29.0	0.0	164.0	0.0	0.0	1041.0	671.0	268.0	0.0	0.0	0.0	0.0	205.0	51.0	200.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	4005.0	136.0	299.0	0.0	33.0
3ebe761bfb1238c87195d431f41bf976	880.0	241.0	338.0	0.0	61.0	155.0	58.0	0.0	61.0	143.0	0.0	0.0	173.0	0.0	0.0	217.0	136.0	0.0	13.0	1309.0	135.0	0.0	95.0	371.0	0.0	0.0	678.0	16.0	3731.0	0.0	103.0	253.0	0.0	229.0	1162.0	120.0	1104.0	0.0	61.0	96.0	0.0	229.0	31.0	332.0	8209.0	0.0	0.0
3102ca2a5b6e6c20f7488571b1ca81c4	6.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	15973.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3663.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
945184b6386c192c0066e0a98a154780	123.0	740.0	53.0	195.0	116.0	400.0	27.0	228.0	209.0	100.0	0.0	0.0	130.0	47.0	0.0	700.0	76.0	0.0	48.0	132.0	189.0	0.0	136.0	0.0	0.0	37.0	477.0	116.0	11314.0	0.0	128.0	0.0	0.0	110.0	1320.0	88.0	693.0	0.0	92.0	166.0	0.0	97.0	99.0	117.0	827.0	0.0	33.0
892ee555914f8be1ba64a09d08156815	0.0	434.0	821.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2498.0	0.0	2733.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	200.0	0.0	11552.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	399.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	238.0	0.0	0.0
07801cdc548aad651e62c058d18e3c60	3864.0	1728.0	1603.0	24.0	51.0	41.0	0.0	0.0	294.0	238.0	0.0	0.0	1850.0	68.0	0.0	53.0	0.0	0.0	0.0	888.0	280.0	0.0	497.0	1113.0	0.0	25.0	0.0	0.0	0.0	0.0	237.0	238.0	34.0	1195.0	925.0	30.0	34.0	0.0	370.0	812.0	0.0	1249.0	169.0	36.0	83.0	0.0	0.0
d15bc449222795a9ff230013aa633686	3189.0	1314.0	1041.0	14.0	27.0	29.0	0.0	9.0	312.0	521.0	0.0	37.0	1189.0	52.0	0.0	0.0	0.0	38.0	0.0	1467.0	616.0	19.0	609.0	848.0	0.0	0.0	0.0	0.0	0.0	0.0	268.0	461.0	0.0	1870.0	942.0	0.0	0.0	0.0	234.0	495.0	0.0	1005.0	161.0	0.0	422.0	0.0	0.0
35ae406e4efb4f82af30848a09b36f0f	0.0	0.0	0.0	0.0	5144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1595.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4079.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5800.0	0.0	0.0
f1449fe90204a350ff27f392601fe044	0.0	1165.0	332.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7342.0	0.0	2202.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3995.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.0	0.0	0.0
a537d8bab85c83b0e74c73c55790324b	3128.0	1997.0	1143.0	0.0	67.0	25.0	0.0	0.0	312.0	207.0	0.0	0.0	1468.0	59.0	0.0	23.0	16.0	0.0	0.0	894.0	310.0	0.0	388.0	946.0	0.0	23.0	30.0	0.0	32.0	0.0	148.0	172.0	0.0	945.0	994.0	0.0	35.0	21.0	89.0	658.0	0.0	956.0	183.0	0.0	89.0	11.0	0.0
cb5981927871d7095ecf0eef0840a2c0	0.0	919.0	0.0	222.0	402.0	213.0	1239.0	0.0	0.0	0.0	0.0	27.0	33.0	621.0	298.0	758.0	43.0	1087.0	0.0	0.0	0.0	0.0	143.0	0.0	1355.0	620.0	323.0	196.0	378.0	0.0	0.0	0.0	2840.0	165.0	0.0	104.0	1347.0	0.0	0.0	0.0	39.0	0.0	0.0	405.0	1352.0	0.0	16.0
6c7ce3e576b0bab597d861e6766484df	0.0	0.0	0.0	0.0	425.0	1892.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	283.0	812.0	203.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1213.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5076.0	248.0	0.0	29.0	0.0	0.0	0.0	0.0	4679.0	144.0	0.0	0.0
f2081a85145f3dbebb4a36830dfcc003	0.0	0.0	0.0	0.0	4615.0	0.0	2001.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3591.0	0.0	1573.0	0.0	252.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	2896.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0
daac9027fdcefc0f5aeb1a1cc505ffeb	0.0	4093.0	478.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	1272.0	10.0	2902.0	573.0	0.0	0.0	73.0	0.0	0.0	0.0	30.0	0.0	57.0	3166.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	169.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	1661.0	0.0	0.0	0.0	0.0	297.0
863c4a3dc0830119016c1c3a4455756c	0.0	931.0	99.0	2784.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1179.0	0.0	2221.0	29.0	0.0	0.0	0.0	56.0	0.0	0.0	110.0	0.0	722.0	3132.0	0.0	69.0	0.0	0.0	115.0	0.0	0.0	1345.0	0.0	0.0	21.0	0.0	0.0	0.0	42.0	1184.0	739.0	61.0	0.0	0.0	72.0
64b28b29d82b4a13a6ac5ffb24358d38	0.0	0.0	0.0	118.0	2415.0	228.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	984.0	173.0	2558.0	577.0	0.0	0.0	0.0	0.0	0.0	409.0	0.0	121.0	706.0	1765.0	690.0	0.0	0.0	0.0	0.0	522.0	48.0	0.0	307.0	1374.0	0.0	0.0	0.0	0.0	0.0	92.0	1098.0	327.0	0.0	48.0
c3c32c0479bf4d183832a2e3cf235481	0.0	0.0	0.0	12.0	1604.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1015.0	0.0	668.0	323.0	0.0	0.0	0.0	45.0	0.0	84.0	0.0	0.0	2211.0	695.0	2837.0	0.0	0.0	0.0	0.0	713.0	0.0	0.0	900.0	666.0	0.0	33.0	0.0	0.0	0.0	0.0	1311.0	519.0	0.0	0.0
17c204fab6eef3550881b0c1a4bd4632	0.0	0.0	0.0	0.0	1194.0	57.0	0.0	0.0	4662.0	3102.0	0.0	0.0	0.0	0.0	0.0	604.0	14.0	0.0	0.0	968.0	82.0	0.0	0.0	0.0	0.0	0.0	179.0	0.0	0.0	0.0	2487.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	186.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0
